Transaction_ID,Transacton_Amt (USD),Merchant Category,Card Type,Authentication Method,Transaction Mode,Device Type,Is Foreign Transaction,Hours Since Last Transaction,Transactions Count (last 24hrs),Distance from home (Km),Card Age (Months),Customer Age,Customer Age Group,Account Balance (USD),New Merchant,VPN Used,IP Country Mismatch,Billing & Shipping Mismatch,CVV Retry Count,Velocity Score,Time of Day,Day of Week,AI Scam Attempt,Merchant Risk Score,Merchant Risk Level,Previous Disputes,Fraud Status
8367,135.09,Restaurants,Mastercard,No Authentication,POS,iPhone,No,12-24 Hours,3,16.96,2–5 Years,58,46-60,1234.68,No,No,No,No,0,19.6,Evening (5 PM - 9 PM),Tuesday,No,47.9,Medium,0,Genuine
8368,53.57,Groceries,Mastercard,OTP,Contactless,Android Phone,No,1-2 Days,4,0.49,2–5 Years,44,36-45,3020.83,No,No,No,No,0,11.9,Evening (5 PM - 9 PM),Monday,No,58,Medium,1,Genuine
8369,31.02,Fuel,Visa,OTP,Online,Tablet,No,1-6 Hours,5,4.06,2–5 Years,61,61+,1119.74,Yes,No,No,Yes,0,25.1,Early Morning (12 AM - 6 AM),Thursday,No,38.6,Low,0,Genuine
8370,443.68,Travel,Mastercard,OTP,In-App,iPhone,No,Within 1 Hour,6,5.76,2–5 Years,49,46-60,1077.24,No,No,No,No,0,54.8,Morning (6 AM - 12 PM),Monday,No,45,Medium,0,Genuine
8371,70.84,Travel,Amex,OTP,In-App,Android Phone,No,1-2 Days,3,14.63,2–5 Years,48,46-60,1925.27,No,Yes,No,No,0,13.9,Early Morning (12 AM - 6 AM),Thursday,No,51.4,Medium,1,Genuine
8372,139.9,Electronics,Amex,OTP,ATM,Android Phone,No,1-6 Hours,2,12.68,2–5 Years,54,46-60,3756.06,No,No,No,No,0,18.4,Night (9 PM - 12 AM),Saturday,No,28.5,Low,0,Genuine
8373,68.6,Electronics,Mastercard,PIN,POS,Android Phone,No,1-2 Days,2,21.34,2–5 Years,66,61+,3475.03,Yes,No,No,No,0,15.4,Afternoon (12 PM - 5 PM),Saturday,No,48.5,Medium,1,Genuine
8374,122.18,Electronics,Discover,3D Secure,POS,Android Phone,No,6-12 Hours,1,13.81,2–5 Years,27,26-35,6566.87,No,No,No,No,0,0,Evening (5 PM - 9 PM),Sunday,No,55.9,Medium,1,Genuine
8375,230.71,Electronics,Mastercard,PIN,In-App,Android Phone,No,6-12 Hours,1,5.76,2–5 Years,18,18-25,4147.56,No,No,No,No,0,0,Evening (5 PM - 9 PM),Sunday,No,50.1,Medium,0,Genuine
8376,10.65,Streaming,Amex,OTP,POS,Windows PC,No,1-6 Hours,3,15.14,2–5 Years,75,61+,2752.2,No,No,No,No,0,18.6,Morning (6 AM - 12 PM),Thursday,No,35.2,Low,0,Genuine
8377,58.54,Fuel,Mastercard,3D Secure,In-App,Windows PC,No,Within 1 Hour,2,46.38,2–5 Years,68,61+,2118.7,No,No,No,No,0,36.1,Night (9 PM - 12 AM),Tuesday,No,20.2,Low,0,Genuine
8378,35.16,Utilities,Mastercard,No Authentication,In-App,Android Phone,Yes,1-2 Days,1,55.8,2–5 Years,55,46-60,3195.58,No,No,Yes,No,0,2.5,Early Morning (12 AM - 6 AM),Friday,No,26.5,Low,0,Genuine
8379,55.96,Restaurants,Visa,OTP,POS,Android Phone,No,12-24 Hours,3,23.16,2–5 Years,34,26-35,150.37,No,No,No,No,0,3.6,Morning (6 AM - 12 PM),Saturday,No,33.6,Low,0,Genuine
8380,9.64,Fuel,Mastercard,Biometric,Online,iPhone,No,12-24 Hours,2,28.58,2–5 Years,58,46-60,2444,Yes,No,No,No,0,14.8,Afternoon (12 PM - 5 PM),Wednesday,No,52.8,Medium,0,Genuine
8381,16.57,Fuel,Visa,No Authentication,In-App,Android Phone,No,12-24 Hours,4,17.06,2–5 Years,33,26-35,2423.22,Yes,No,No,No,0,20.3,Night (9 PM - 12 AM),Saturday,No,32.2,Low,1,Genuine
8382,120.14,Healthcare,Mastercard,OTP,POS,POS Terminal,No,Within 1 Hour,2,0.97,2–5 Years,58,46-60,6602.41,No,No,No,No,1,32.1,Morning (6 AM - 12 PM),Saturday,No,17.8,Very Low,1,Genuine
8383,31.85,Utilities,Visa,PIN,In-App,Android Phone,Yes,6-12 Hours,3,52.59,2–5 Years,37,36-45,1046.9,No,No,No,No,1,30.2,Morning (6 AM - 12 PM),Monday,No,6.8,Very Low,1,Genuine
8384,250,Restaurants,Visa,OTP,Online,Android Phone,No,12-24 Hours,3,34.93,2–5 Years,71,61+,2455.11,No,No,No,No,0,12.6,Morning (6 AM - 12 PM),Sunday,No,33.3,Low,0,Genuine
8385,4.47,Streaming,Mastercard,Biometric,Online,ATM Machine,No,12-24 Hours,3,4.45,2–5 Years,22,18-25,16066.8,No,No,No,No,0,12.6,Evening (5 PM - 9 PM),Thursday,No,35.3,Low,2,Genuine
8386,5.43,Online Retail,Mastercard,3D Secure,In-App,POS Terminal,No,1-2 Days,0,5.17,2–5 Years,23,18-25,2456.52,No,No,No,No,0,2.2,Early Morning (12 AM - 6 AM),Friday,No,32.1,Low,0,Genuine
8387,33.16,Utilities,Discover,No Authentication,Online,Android Phone,No,6-12 Hours,0,6.24,2–5 Years,70,61+,635.1,No,No,No,No,0,2.1,Morning (6 AM - 12 PM),Tuesday,No,22.7,Low,0,Genuine
8388,115.12,Restaurants,Discover,3D Secure,POS,POS Terminal,No,1-6 Hours,6,66.31,2–5 Years,44,36-45,8381.96,No,No,No,No,0,32.1,Afternoon (12 PM - 5 PM),Tuesday,No,13.1,Very Low,0,Genuine
8389,83.13,Restaurants,Mastercard,3D Secure,Online,Android Phone,No,12-24 Hours,1,4.17,2–5 Years,61,61+,2045.17,Yes,No,Yes,Yes,0,13.2,Early Morning (12 AM - 6 AM),Wednesday,No,12.2,Very Low,0,Genuine
8390,26.79,Groceries,Mastercard,No Authentication,POS,iPhone,No,6-12 Hours,5,73.15,2–5 Years,78,61+,1966.54,Yes,No,No,No,0,33.6,Morning (6 AM - 12 PM),Friday,No,25.1,Low,1,Genuine
8391,175.59,Travel,Amex,3D Secure,POS,Android Phone,No,12-24 Hours,3,31.55,2–5 Years,37,36-45,2057.41,No,No,No,No,0,18.8,Early Morning (12 AM - 6 AM),Friday,No,19.7,Very Low,2,Genuine
8392,48.05,Gift Cards,Mastercard,OTP,POS,POS Terminal,No,1-6 Hours,1,0.01,2–5 Years,71,61+,7002.31,No,No,No,No,0,9.3,Early Morning (12 AM - 6 AM),Monday,No,57.1,Medium,1,Genuine
8393,111.86,Online Retail,Visa,PIN,Contactless,Android Phone,No,1-6 Hours,5,24.89,2–5 Years,52,46-60,6645.52,No,No,No,No,0,16,Early Morning (12 AM - 6 AM),Wednesday,No,51.2,Medium,0,Genuine
8394,288.11,Electronics,Mastercard,3D Secure,Contactless,ATM Machine,No,1-6 Hours,3,53.39,2–5 Years,42,36-45,1033.26,No,No,No,No,0,16.5,Evening (5 PM - 9 PM),Saturday,No,31.3,Low,0,Genuine
8395,37.71,Gaming,Mastercard,OTP,In-App,ATM Machine,No,12-24 Hours,3,1.45,2–5 Years,20,18-25,831.83,No,No,No,No,0,9.3,Night (9 PM - 12 AM),Tuesday,No,59.2,Medium,1,Genuine
8396,6.49,Streaming,Mastercard,3D Secure,POS,Windows PC,No,6-12 Hours,3,43.52,2–5 Years,40,36-45,440.69,Yes,No,No,No,0,15.7,Early Morning (12 AM - 6 AM),Sunday,No,37.7,Low,0,Genuine
8397,49.08,Groceries,Mastercard,OTP,In-App,Android Phone,No,Within 1 Hour,1,7.53,2–5 Years,31,26-35,956.66,No,No,No,No,0,25.9,Early Morning (12 AM - 6 AM),Monday,No,17.1,Very Low,0,Genuine
8398,189.39,Travel,Discover,OTP,POS,Android Phone,No,12-24 Hours,4,2.2,2–5 Years,20,18-25,1116.61,Yes,No,No,No,1,21.7,Morning (6 AM - 12 PM),Thursday,No,18.3,Very Low,2,Genuine
8399,582.62,Electronics,Visa,PIN,In-App,iPhone,No,6-12 Hours,4,5.33,5+ Years,56,46-60,365.68,Yes,No,No,No,0,9.7,Early Morning (12 AM - 6 AM),Friday,No,44,Medium,0,Genuine
8400,45.87,Healthcare,Visa,OTP,Contactless,Mac,No,1-6 Hours,7,25.93,2–5 Years,35,26-35,1992.17,Yes,No,No,No,0,39.8,Night (9 PM - 12 AM),Saturday,No,8.5,Very Low,0,Genuine
8401,141.89,Crypto Exchange,Visa,3D Secure,POS,iPhone,No,1-6 Hours,2,2.22,2–5 Years,75,61+,1588.39,No,No,No,No,0,1,Afternoon (12 PM - 5 PM),Tuesday,No,67.4,High,1,Genuine
8402,440.33,Electronics,Visa,OTP,POS,Windows PC,No,6-12 Hours,2,9.44,2–5 Years,29,26-35,5257.28,No,No,No,No,0,0.8,Morning (6 AM - 12 PM),Thursday,No,76.6,High,0,Genuine
8403,24.51,Utilities,Visa,3D Secure,POS,Tablet,No,6-12 Hours,3,20.33,2–5 Years,32,26-35,12254.49,Yes,Yes,No,No,1,32,Afternoon (12 PM - 5 PM),Friday,No,45.7,Medium,0,Genuine
8404,33.27,Restaurants,Amex,PIN,ATM,POS Terminal,No,Within 1 Hour,5,12.13,2–5 Years,43,36-45,500.88,No,No,Yes,No,0,60.4,Night (9 PM - 12 AM),Tuesday,No,48,Medium,0,Genuine
8405,192.95,Online Retail,Mastercard,3D Secure,POS,Android Phone,No,6-12 Hours,4,8.34,2–5 Years,63,61+,1235.54,Yes,Yes,No,No,0,30.4,Afternoon (12 PM - 5 PM),Monday,No,36.2,Low,1,Genuine
8406,82.55,Groceries,Visa,OTP,POS,Android Phone,No,6-12 Hours,4,7.64,2–5 Years,33,26-35,1374.8,No,No,No,No,0,16.8,Early Morning (12 AM - 6 AM),Saturday,No,20.9,Low,1,Genuine
8407,42.05,Healthcare,Mastercard,OTP,In-App,iPhone,No,1-6 Hours,3,8.24,2–5 Years,61,61+,7400.55,No,No,No,No,1,8.6,Afternoon (12 PM - 5 PM),Monday,No,11.3,Very Low,0,Genuine
8408,93.61,Groceries,Discover,PIN,Contactless,Android Phone,No,1-6 Hours,3,2.1,2–5 Years,50,46-60,8357.26,No,No,No,No,0,13.9,Early Morning (12 AM - 6 AM),Friday,No,15.7,Very Low,0,Genuine
8409,10.41,Groceries,Discover,3D Secure,Online,Tablet,Yes,1-6 Hours,0,15.02,2–5 Years,72,61+,400.3,No,No,No,No,0,8.8,Night (9 PM - 12 AM),Wednesday,No,7.5,Very Low,1,Genuine
8410,261.72,Restaurants,Mastercard,OTP,In-App,Smart Watch,No,12-24 Hours,4,17.92,2–5 Years,42,36-45,2569.52,No,Yes,No,No,0,24,Early Morning (12 AM - 6 AM),Monday,No,14.5,Very Low,0,Genuine
8411,122.3,Travel,Mastercard,3D Secure,POS,Windows PC,No,1-6 Hours,5,20.21,2–5 Years,81,61+,712.5,No,No,No,No,0,22.7,Afternoon (12 PM - 5 PM),Thursday,No,42.3,Medium,0,Genuine
8412,13.07,Fuel,Mastercard,3D Secure,Contactless,iPhone,No,12-24 Hours,6,33.75,2–5 Years,52,46-60,5786.71,No,No,No,No,1,24.7,Early Morning (12 AM - 6 AM),Monday,No,15.2,Very Low,0,Genuine
8413,92.21,Electronics,Mastercard,3D Secure,Online,iPhone,No,1-6 Hours,3,4.66,2–5 Years,45,36-45,9193.37,Yes,No,No,No,1,19.5,Afternoon (12 PM - 5 PM),Monday,No,50.5,Medium,0,Genuine
8414,127.14,Fuel,Visa,PIN,Contactless,POS Terminal,No,1-6 Hours,4,105.15,2–5 Years,38,36-45,20389.17,Yes,No,No,No,1,34.1,Night (9 PM - 12 AM),Wednesday,No,17.8,Very Low,0,Genuine
8415,248.89,Healthcare,Amex,OTP,POS,POS Terminal,No,6-12 Hours,4,2.3,2–5 Years,66,61+,408.97,No,Yes,No,No,0,30.2,Early Morning (12 AM - 6 AM),Monday,No,12.1,Very Low,0,Genuine
8416,101.1,Online Retail,Amex,OTP,POS,POS Terminal,No,Within 1 Hour,5,2.17,2–5 Years,42,36-45,1758.79,No,No,No,No,0,24.9,Morning (6 AM - 12 PM),Saturday,No,42.1,Medium,0,Genuine
8417,160.5,Groceries,Mastercard,OTP,POS,Android Phone,No,1-6 Hours,4,17.1,2–5 Years,59,46-60,1702.78,Yes,No,No,No,0,14.4,Early Morning (12 AM - 6 AM),Wednesday,No,42.9,Medium,0,Genuine
8418,30.48,Groceries,Mastercard,3D Secure,POS,POS Terminal,No,1-6 Hours,0,3.79,2–5 Years,59,46-60,1221.95,No,Yes,No,No,0,13.6,Morning (6 AM - 12 PM),Sunday,No,36.5,Low,0,Genuine
8419,5.05,Streaming,Amex,PIN,Contactless,Tablet,No,6-12 Hours,4,18.11,2–5 Years,78,61+,5415.57,No,No,No,No,0,13.7,Morning (6 AM - 12 PM),Friday,No,53.7,Medium,0,Genuine
8420,12.87,Groceries,Visa,Biometric,POS,iPhone,No,1-6 Hours,3,8.51,2–5 Years,49,46-60,2329.05,No,No,No,No,0,36.3,Early Morning (12 AM - 6 AM),Wednesday,No,57.4,Medium,0,Genuine
8421,31.36,Utilities,Visa,No Authentication,Online,Android Phone,No,6-12 Hours,3,13.3,2–5 Years,49,46-60,634.83,No,No,No,No,0,24.4,Evening (5 PM - 9 PM),Friday,No,54.6,Medium,0,Genuine
8422,141.29,Crypto Exchange,Mastercard,Biometric,POS,iPhone,No,6-12 Hours,2,36.06,2–5 Years,69,61+,3710.25,No,No,No,No,0,20.1,Afternoon (12 PM - 5 PM),Monday,No,59.8,Medium,0,Genuine
8423,60.57,Crypto Exchange,Mastercard,Biometric,Contactless,iPhone,No,12-24 Hours,4,3.05,2–5 Years,59,46-60,9237.26,Yes,Yes,No,No,0,24.5,Afternoon (12 PM - 5 PM),Saturday,No,91.8,Very High,0,Genuine
8424,18.78,Groceries,RuPay,No Authentication,Online,iPhone,No,6-12 Hours,3,38.44,2–5 Years,81,61+,285.65,No,No,No,No,0,25.7,Morning (6 AM - 12 PM),Tuesday,No,6.5,Very Low,0,Genuine
8425,26.75,Utilities,Mastercard,3D Secure,Contactless,Android Phone,No,1-6 Hours,3,37.16,2–5 Years,53,46-60,1555.57,No,No,No,No,0,17.4,Evening (5 PM - 9 PM),Saturday,No,25.7,Low,0,Genuine
8426,50.37,Groceries,Visa,3D Secure,POS,iPhone,Yes,12-24 Hours,2,59.07,2–5 Years,56,46-60,728.91,No,No,No,No,0,13.8,Early Morning (12 AM - 6 AM),Friday,No,19.9,Very Low,1,Genuine
8427,28.59,Restaurants,Visa,OTP,POS,Windows PC,No,Within 1 Hour,5,28.38,2–5 Years,19,18-25,762.11,No,No,No,No,0,42.2,Evening (5 PM - 9 PM),Thursday,No,10.2,Very Low,0,Genuine
8428,30.51,Gaming,Visa,3D Secure,ATM,Android Phone,No,1-6 Hours,5,32.51,2–5 Years,45,36-45,1768.66,No,No,No,No,0,27.3,Early Morning (12 AM - 6 AM),Thursday,No,55.3,Medium,0,Genuine
8429,63.52,Restaurants,Visa,PIN,Online,Windows PC,No,6-12 Hours,1,38.26,2–5 Years,68,61+,681.34,No,No,No,No,0,0,Early Morning (12 AM - 6 AM),Wednesday,No,31.7,Low,0,Genuine
8430,79.25,Fuel,Discover,OTP,Contactless,iPhone,No,1-6 Hours,3,14.07,2–5 Years,53,46-60,5099.05,No,No,No,No,0,14.5,Evening (5 PM - 9 PM),Tuesday,No,22,Low,0,Genuine
8431,112.9,Groceries,RuPay,3D Secure,ATM,POS Terminal,No,12-24 Hours,4,12.48,2–5 Years,27,26-35,2055.47,No,No,No,Yes,1,9.2,Afternoon (12 PM - 5 PM),Wednesday,No,16.2,Very Low,0,Genuine
8432,97.16,Restaurants,Mastercard,No Authentication,POS,iPhone,No,1-2 Days,6,12.2,2–5 Years,49,46-60,3344.03,No,No,No,No,1,43.3,Evening (5 PM - 9 PM),Monday,No,35.6,Low,1,Genuine
8433,96.3,Groceries,RuPay,3D Secure,Online,Windows PC,No,12-24 Hours,1,9.79,2–5 Years,52,46-60,2399,No,No,No,No,0,11.5,Morning (6 AM - 12 PM),Friday,No,37,Low,0,Genuine
8434,25.11,Electronics,Discover,OTP,Contactless,iPhone,No,6-12 Hours,7,31.8,2–5 Years,50,46-60,903.42,No,No,No,No,0,26.9,Early Morning (12 AM - 6 AM),Wednesday,No,59.7,Medium,0,Genuine
8435,23.01,Online Retail,Amex,OTP,Contactless,iPhone,No,Within 1 Hour,4,0.76,2–5 Years,52,46-60,3584.58,Yes,No,No,No,0,42,Early Morning (12 AM - 6 AM),Wednesday,No,39,Low,0,Genuine
8436,79.22,Utilities,Mastercard,OTP,ATM,ATM Machine,No,1-2 Days,2,49.64,2–5 Years,19,18-25,2315.55,No,No,No,No,0,16.5,Night (9 PM - 12 AM),Monday,No,16.5,Very Low,1,Genuine
8437,48.03,Restaurants,RuPay,3D Secure,Online,Tablet,No,1-6 Hours,1,57.18,2–5 Years,60,46-60,4484.74,Yes,No,No,No,0,1.4,Early Morning (12 AM - 6 AM),Tuesday,No,41.3,Medium,0,Genuine
8438,291.56,Online Retail,Mastercard,Biometric,POS,Android Phone,No,Within 1 Hour,3,6.1,2–5 Years,26,26-35,1601.41,No,No,No,No,0,32.6,Early Morning (12 AM - 6 AM),Saturday,No,29.5,Low,1,Genuine
8439,139.37,Utilities,Visa,3D Secure,POS,POS Terminal,No,1-6 Hours,6,19.08,2–5 Years,52,46-60,1215.71,No,No,No,No,0,55.1,Morning (6 AM - 12 PM),Saturday,No,41.9,Medium,0,Genuine
8440,8.73,Groceries,Mastercard,Biometric,In-App,Windows PC,No,1-6 Hours,1,10.2,2–5 Years,51,46-60,3759.66,No,No,No,No,0,17.2,Early Morning (12 AM - 6 AM),Friday,No,46.7,Medium,2,Genuine
8441,4.91,Streaming,Amex,OTP,In-App,Android Phone,No,Within 1 Hour,1,1.67,2–5 Years,48,46-60,1672.33,No,Yes,No,No,2,39,Early Morning (12 AM - 6 AM),Sunday,No,40.3,Medium,1,Fraud
8442,986.33,Electronics,Mastercard,3D Secure,POS,Android Phone,No,12-24 Hours,6,3.25,2–5 Years,18,18-25,1206.66,No,No,No,No,0,29.3,Afternoon (12 PM - 5 PM),Tuesday,No,36.9,Low,0,Genuine
8443,16.99,Fuel,Mastercard,OTP,Contactless,Mac,No,1-6 Hours,2,11.21,2–5 Years,34,26-35,1175.22,Yes,No,No,No,0,8.8,Early Morning (12 AM - 6 AM),Sunday,No,30.3,Low,1,Genuine
8444,1221.17,Travel,RuPay,PIN,POS,Android Phone,No,1-2 Days,4,24.14,5+ Years,23,18-25,17755.97,No,No,No,No,0,21.5,Morning (6 AM - 12 PM),Wednesday,No,30.6,Low,0,Genuine
8445,59.39,Electronics,Visa,No Authentication,POS,Android Phone,No,6-12 Hours,3,1.12,5+ Years,73,61+,29923.74,No,No,No,No,0,16.4,Early Morning (12 AM - 6 AM),Tuesday,No,52.3,Medium,0,Genuine
8446,3.06,Fuel,Visa,OTP,POS,Android Phone,No,12-24 Hours,2,29.88,2–5 Years,68,61+,978.41,Yes,No,No,No,0,6,Afternoon (12 PM - 5 PM),Tuesday,No,35.8,Low,1,Genuine
8447,19.89,Online Retail,Mastercard,OTP,POS,Android Phone,No,6-12 Hours,4,19.71,2–5 Years,43,36-45,5536.5,No,No,No,No,0,17.7,Evening (5 PM - 9 PM),Sunday,No,35.2,Low,0,Genuine
8448,76.27,Electronics,Visa,3D Secure,POS,Mac,No,1-6 Hours,4,4.73,2–5 Years,61,61+,1272.66,No,No,No,No,0,10.1,Early Morning (12 AM - 6 AM),Tuesday,No,69.7,High,2,Genuine
8449,13.47,Fuel,Visa,Biometric,POS,POS Terminal,No,1-6 Hours,3,54.56,2–5 Years,66,61+,1604.47,No,No,No,No,0,7.7,Early Morning (12 AM - 6 AM),Friday,No,25.6,Low,1,Genuine
8450,15.68,Gift Cards,Visa,PIN,In-App,Mac,No,1-2 Days,2,1.6,2–5 Years,23,18-25,1242.84,No,Yes,No,No,0,0,Evening (5 PM - 9 PM),Monday,Yes,76,High,0,Genuine
8451,57.82,Fuel,RuPay,OTP,Online,Android Phone,No,1-6 Hours,3,1.53,2–5 Years,63,61+,1422.88,No,No,No,No,0,23.3,Night (9 PM - 12 AM),Sunday,No,29.4,Low,1,Genuine
8452,27.37,Fuel,Discover,3D Secure,Contactless,Tablet,No,1-6 Hours,7,1.14,2–5 Years,67,61+,8574.65,No,No,Yes,No,0,29.8,Early Morning (12 AM - 6 AM),Tuesday,No,20.5,Low,1,Genuine
8453,54.79,Healthcare,Mastercard,OTP,Contactless,POS Terminal,No,1-6 Hours,0,20.93,2–5 Years,29,26-35,766.56,No,No,No,No,0,13.2,Afternoon (12 PM - 5 PM),Wednesday,No,28.6,Low,1,Genuine
8454,29.87,Restaurants,Mastercard,OTP,Online,POS Terminal,No,1-6 Hours,3,34.47,2–5 Years,79,61+,1615.93,No,No,No,No,0,12.7,Morning (6 AM - 12 PM),Monday,No,21.2,Low,0,Genuine
8455,42.22,Fuel,Visa,OTP,POS,POS Terminal,No,6-12 Hours,1,34.87,2–5 Years,50,46-60,1627.51,No,No,No,No,0,17.4,Evening (5 PM - 9 PM),Friday,No,23,Low,0,Genuine
8456,340.89,Healthcare,Visa,OTP,Online,iPhone,No,12-24 Hours,3,12.32,2–5 Years,24,18-25,5951.55,No,No,No,No,0,2.9,Afternoon (12 PM - 5 PM),Monday,No,33.4,Low,0,Genuine
8457,1829.44,Travel,Mastercard,OTP,In-App,Android Phone,No,1-6 Hours,5,24.13,2–5 Years,55,46-60,633.8,No,No,No,No,0,32.9,Night (9 PM - 12 AM),Friday,No,39.1,Low,0,Genuine
8458,115.32,Fuel,Visa,OTP,Online,iPhone,No,6-12 Hours,2,67.43,2–5 Years,39,36-45,1039.99,No,No,No,No,1,0,Afternoon (12 PM - 5 PM),Saturday,No,33.3,Low,0,Genuine
8459,134.05,Online Retail,RuPay,No Authentication,ATM,Android Phone,No,6-12 Hours,1,26.79,2–5 Years,18,18-25,889.44,Yes,No,No,No,0,4.4,Afternoon (12 PM - 5 PM),Tuesday,No,44.5,Medium,0,Genuine
8460,56.45,Online Retail,Visa,OTP,Online,iPhone,No,1-6 Hours,1,17.42,2–5 Years,21,18-25,1528.3,No,No,No,No,0,0,Afternoon (12 PM - 5 PM),Friday,No,45.9,Medium,1,Genuine
8461,745.25,Travel,Mastercard,OTP,POS,POS Terminal,No,1-6 Hours,4,47.15,5+ Years,70,61+,1545.3,No,No,No,No,1,13.7,Night (9 PM - 12 AM),Tuesday,No,50.7,Medium,0,Genuine
8462,5.96,Healthcare,Visa,3D Secure,Online,Android Phone,No,6-12 Hours,2,4.64,2–5 Years,57,46-60,1638.48,Yes,No,No,No,0,12.5,Night (9 PM - 12 AM),Sunday,No,41.8,Medium,2,Genuine
8463,178.27,Utilities,Mastercard,PIN,In-App,Smart Watch,No,1-2 Days,4,8.88,2–5 Years,70,61+,1983.28,No,No,No,No,0,22.7,Afternoon (12 PM - 5 PM),Tuesday,No,26.5,Low,0,Genuine
8464,42.5,Travel,Mastercard,No Authentication,POS,Android Phone,No,Within 1 Hour,4,33.8,2–5 Years,81,61+,2177.85,Yes,No,No,No,1,38.1,Morning (6 AM - 12 PM),Friday,No,29.2,Low,0,Genuine
8465,34.18,Streaming,Visa,3D Secure,In-App,Windows PC,No,6-12 Hours,2,56.42,2–5 Years,45,36-45,3666.55,No,No,No,No,1,25.6,Afternoon (12 PM - 5 PM),Monday,No,25,Low,0,Genuine
8466,32.15,Healthcare,Visa,PIN,POS,Tablet,No,1-6 Hours,1,1.65,2–5 Years,37,36-45,4287.92,Yes,No,No,No,0,20.4,Morning (6 AM - 12 PM),Saturday,No,37.3,Low,0,Genuine
8467,45.48,Travel,Visa,3D Secure,In-App,Windows PC,No,6-12 Hours,2,15.93,2–5 Years,38,36-45,1438,Yes,Yes,No,No,1,11.3,Early Morning (12 AM - 6 AM),Tuesday,No,29.9,Low,0,Genuine
8468,201.88,Online Retail,Visa,3D Secure,In-App,POS Terminal,No,6-12 Hours,3,7.14,2–5 Years,49,46-60,5740.97,Yes,Yes,No,No,0,35.4,Early Morning (12 AM - 6 AM),Wednesday,No,30.1,Low,1,Genuine
8469,95.06,Electronics,Amex,OTP,Online,POS Terminal,No,1-6 Hours,3,1.57,2–5 Years,51,46-60,6186.81,Yes,No,No,No,0,28,Afternoon (12 PM - 5 PM),Thursday,No,57.4,Medium,0,Genuine
8470,50.99,Online Retail,Visa,No Authentication,POS,iPhone,No,1-6 Hours,0,37.12,2–5 Years,45,36-45,2113.29,Yes,No,No,No,0,8.2,Morning (6 AM - 12 PM),Wednesday,No,12.9,Very Low,0,Genuine
8471,86.14,Electronics,Mastercard,No Authentication,Online,Android Phone,No,1-6 Hours,2,25.26,2–5 Years,62,61+,956.96,No,No,No,No,0,20.9,Morning (6 AM - 12 PM),Friday,No,34.2,Low,0,Genuine
8472,1.91,Streaming,Discover,OTP,POS,Windows PC,No,1-6 Hours,2,23.06,2–5 Years,59,46-60,631.38,No,No,No,No,0,9.1,Early Morning (12 AM - 6 AM),Wednesday,No,46.9,Medium,0,Genuine
8473,305.35,Online Retail,Mastercard,OTP,Online,iPhone,No,1-6 Hours,3,4.02,2–5 Years,30,26-35,2356.92,No,No,No,No,0,30.9,Morning (6 AM - 12 PM),Friday,No,37,Low,0,Genuine
8474,399.44,Electronics,Amex,Biometric,Online,POS Terminal,No,1-6 Hours,1,27.58,2–5 Years,61,61+,2493.75,No,Yes,No,No,0,10.7,Night (9 PM - 12 AM),Monday,No,39.2,Low,0,Genuine
8475,68.61,Healthcare,Visa,3D Secure,Online,Tablet,No,1-6 Hours,2,0.91,2–5 Years,75,61+,8427.55,No,No,No,No,0,2,Afternoon (12 PM - 5 PM),Wednesday,No,39.7,Low,0,Genuine
8476,183.98,Electronics,Visa,3D Secure,Online,Windows PC,No,6-12 Hours,2,14.07,2–5 Years,53,46-60,3321.08,No,Yes,No,No,1,14.5,Morning (6 AM - 12 PM),Tuesday,No,49.2,Medium,0,Genuine
8477,77.33,Groceries,Visa,3D Secure,POS,Android Phone,Yes,6-12 Hours,6,1.19,2–5 Years,40,36-45,7250.32,No,Yes,No,No,0,27.1,Night (9 PM - 12 AM),Sunday,No,38.9,Low,0,Genuine
8478,171.18,Online Retail,Mastercard,Biometric,POS,ATM Machine,No,Within 1 Hour,2,21.8,2–5 Years,43,36-45,316.75,Yes,No,No,No,0,36.4,Morning (6 AM - 12 PM),Thursday,No,39.8,Low,0,Genuine
8479,210.84,Travel,Discover,3D Secure,In-App,iPhone,No,1-6 Hours,5,23.35,2–5 Years,23,18-25,321.51,No,No,No,No,0,26.5,Evening (5 PM - 9 PM),Wednesday,No,54.6,Medium,0,Genuine
8480,90.99,Groceries,Visa,3D Secure,Online,Windows PC,No,1-6 Hours,5,65,2–5 Years,42,36-45,1893.16,No,No,No,No,0,29.2,Early Morning (12 AM - 6 AM),Thursday,No,61.4,High,1,Genuine
8481,79.22,Healthcare,Mastercard,Biometric,ATM,Mac,No,1-2 Days,4,32.5,2–5 Years,70,61+,3847.71,No,No,No,No,0,6.6,Afternoon (12 PM - 5 PM),Monday,No,33.4,Low,1,Genuine
8482,17.19,Gaming,Mastercard,Biometric,POS,Mac,No,1-6 Hours,3,40.16,2–5 Years,59,46-60,618.4,No,No,No,No,0,13.4,Morning (6 AM - 12 PM),Thursday,No,74.5,High,0,Genuine
8483,77.27,Online Retail,Visa,Biometric,In-App,iPhone,No,1-6 Hours,4,5.55,2–5 Years,41,36-45,1094.38,Yes,No,No,No,0,19.2,Morning (6 AM - 12 PM),Friday,No,21.8,Low,3,Genuine
